brd4_unstim	brd4_2	brd4_24	h3k27ac_unstim	h3k27ac_2h	h3k27ac_24h	rna_unstim	rna_2h	rna_24h	brd4_log2_2_v_24	h3k27ac_log2_2_v_24	rna_log2_2_v_24
Mfge8	3761.3136	4527.6465	5771.4482	11104.5231	17250.2742	12911.93605	935.353739523998	1298.03095978026	1496.30229994638	0.350172049512972	-0.417913955894615	0.205076880312806
RT1-A2	3107.76045	3278.1229	4179.39615	5444.85255	10404.9847	7479.7824	15.9647059833	40.9835671151	42.1726607735496	0.35042456955555	-0.476206638360441	0.0412624888916984
Arpin	2674.41945	3234.13115	4123.5524	6749.31075	8049.7182	7947.3589	12.9274727945074	11.9636532486411	19.362962092617	0.350509556770847	-0.0184627815433096	0.694641667524839
Pcm1	1674.7622	1603.0116	2044.0342	6329.238	6860.678	6386.0702	20.0548134642383	10.5368471032121	20.7233740778968	0.350634469681404	-0.103422744339047	0.975815674730979
Slc13a5	2116.5694	2426.5078	3094.2065	4553.54425	6680.0502	4103.9418	0.428576186260761	0.746876122273415	0.40577939632551	0.350687984396538	-0.70284867294051	-0.880173362498151
Khk	6755.4474	7293.2639	9300.50385	14939.44255	16590.77485	19272.5963	2.63994943147871	0.853429670928435	4.52027040620951	0.350744277981422	0.216169669789647	2.40506490413807
Lrrk2	3429.0242	3204.01695	4085.8942	6921.05415	7899.29005	6768.98265	5.33955133357935	5.21385323946475	7.99784820397378	0.35077006749896	-0.222783977644848	0.617261925431234
Mcu	8781.54605	8029.6525	10240.56855	31935.9122	33536.7142	27083.4738	28.0175688961815	31.2410935090263	35.6195913874641	0.350886356531335	-0.308328551270325	0.189226014603898
Eya3	3723.51285	3605.50365	4598.35345	11026.8393	11589.73765	10054.37605	14.1675671940099	10.5174250133575	19.6952987713809	0.350916559816524	-0.205024354990627	0.905069770256057
Sema4b	7244.9981	9573.36145	12210.2683	15315.7841	22790.41045	25976.8114	4.49006555271083	19.2635978792323	11.9848605150513	0.350997415860958	0.188797446374149	-0.684664063396824
Olfml1	221.1303	193.3818	246.6504	352.2699	96.1251	499.647	6.2582285192276	3.90811283978922	3.68390022770096	0.35101560407842	2.37792409343419	-0.0852381341871427
Morf4l2	1126.1959	1110.43565	1416.45665	4540.7363	4847.18855	3456.64525	278.078232687613	357.904639646158	364.060255417284	0.351160658578312	-0.487775653054094	0.0246020038188721
RGD1306502	775.6861	625.79745	798.28285	2686.4072	4088.7529	2538.55995	3.20823708864104	1.95573821604425	3.62633536949595	0.351204237216159	-0.687650546761347	0.890799081787857
RGD1308134	6337.2091	7247.9592	9245.98325	14328.524	21292.1079	17203.2142	29.9949191809661	24.9698805000771	35.6344170250674	0.35125191476325	-0.307640643221585	0.513082405349797
Pak2	1813.1928	1709.6497	2181.169	5668.6321	6886.5418	5403.0834	1.2734958963709	2.0777724353448	1.92756904763736	0.351400803050005	-0.349996738637662	-0.108255114075883
Kptn	3847.95765	3554.0466	4534.35235	5960.1455	6469.4435	7798.0514	4.86194109699244	6.41181318803289	11.4863338926668	0.351433904805647	0.269472046864159	0.841114107254812
Zfp365	2503.7004	2833.362	3615.3145	6737.0426	8158.59775	8119.17495	7.63022433834454	8.38460212998729	9.48894385350973	0.351606217055553	-0.00698808004102425	0.178505194130439
Bcdin3d	5101.44375	6192.0441	7901.9432	13191.19065	17591.86815	17542.5466	2.69907076213131	4.08064788274175	4.31294264575087	0.351791729654929	-0.00405050164298082	0.0798743045296257
Magee1	691.1366	612.57725	781.7377	2590.2155	2536.78375	1834.66815	2.58956585934971	1.64605898359741	3.18496963889517	0.351792825835068	-0.467481405300138	0.952263586785891
Epn1	6683.2408	6931.64555	8846.25135	23411.9337	35102.51755	26472.9591	58.1291394310568	54.7459689155897	86.1263565261295	0.351868350241455	-0.407055038506602	0.653702061712918
Mylpf	11858.892	11950.2651	15251.26625	33308.8717	34756.74705	29103.45005	0.490450450369452	3.47239454249789	0.27908336988876	0.35188640594969	-0.256102877261757	-3.63716281556474
Zbtb10	858.1054	851.33505	1086.61275	3129.18445	4877.637	3532.6131	2.43572745382845	5.56128721613135	3.26872530563189	0.352038946956441	-0.465446644348763	-0.766690705732311
Sfrp4	2477.4034	2554.25655	3260.47155	5975.41895	6643.55045	8254.02205	0.872281537731107	2.44106099071412	20.9854458496653	0.352177194345131	0.313142838833096	3.10380886766543
Smad1	4340.8664	4368.23405	5576.3273	14616.3755	15139.3025	16166.81455	14.8476412192373	21.1634361478733	16.9190902210225	0.352265084086694	0.0947367046466034	-0.322921892544089
Zdhhc1	2258.71325	2103.78195	2685.9798	6182.0312	7077.1206	7075.4428	8.41219881853314	5.94989693622899	9.73244422329499	0.352463273132745	-0.000342065770352562	0.709937493144152
Tcta	6811.81315	6900.05435	8809.9168	21858.8045	27398.6275	24033.47435	22.7292440731417	13.2857566555127	38.533738261682	0.352520668854874	-0.189058401192691	1.53624175742651
Ulk2	2235.78165	1904.1081	2431.59675	4734.6792	6002.1582	5754.8373	11.5162488075519	5.98308228218079	9.66294578513895	0.352788610000367	-0.0607062035684134	0.691574163334458
Tmem123	1415.66115	1415.48345	1807.7054	4424.97095	4064.88385	4607.94395	57.9443212030395	52.8768577726109	43.4488576227378	0.352864701113148	0.180909038949016	-0.283318201151577
Mphosph8	2086.9834	2063.05835	2634.7764	7400.7726	7634.3116	7786.4843	20.3591662106966	17.1494428990955	31.800164476302	0.352895906997151	0.0284740071208365	0.890872516307566
Col3a1	28954.7833	21388.07485	27315.90215	65077.4134	29174.9108	51414.0317	726.871089285596	728.945671303885	1220.91247032592	0.352934440328859	0.817433902371112	0.744076575451869
Itpkc	6035.18355	7440.51215	9504.7309	14197.53585	23626.58005	19869.8754	5.13056458713971	21.3140499566954	9.40583299414872	0.353243852316281	-0.249827988397321	-1.18017712899149
Ccdc151	1234.90405	1476.4906	1886.2493	3294.9191	6287.09175	4084.75975	0.174583766760002	0.227782486665909	0.568688354014254	0.353348193699313	-0.622141590042961	1.31998143216172
Pcgf5	1316.62155	1575.4983	2012.82045	3407.9417	6985.70875	4928.12015	17.8589016793709	23.8618777998601	23.4038063803321	0.353410287348433	-0.503369064688593	-0.0279643918406256
Sptan1	4632.49705	3973.88	5077.17125	14692.03195	15010.78025	14931.856	98.9710673724279	105.156070300437	123.631497634061	0.353476614230891	-0.00760546845828358	0.233514211597419
Sec23a	2357.2965	2161.7464	2762.18425	7094.7478	6292.77	5150.5869	43.8133603489805	54.621273505014	58.2810954779105	0.353612270241339	-0.288958379404306	0.0935650440128484
Hspa1a	1596.34375	1870.2308	2389.79715	3233.0562	4386.3613	4783.4739	1.34629353824019	5.32111620730902	2.12688840088391	0.353671844926051	0.125034076386651	-1.32298457452706
Hspa1l	1596.34375	1870.2308	2389.79715	3233.0562	4386.3613	4783.4739	0.828805463945826	1.27225589981758	1.62409066237586	0.353671844926051	0.125034076386651	0.352243289490299
Limd2	3702.41035	3671.4501	4691.42825	10450.3847	8553.54335	12791.3431	18.7845119128013	18.7707394197635	55.5230265182438	0.353677209182278	0.580573663276081	1.56460072813057
Ptgr1	1653.71055	1878.94025	2400.9688	2696.51305	3441.88425	3725.6786	5.62377663479522	6.64867294001612	11.1159376152314	0.353697466206924	0.114304643283344	0.74149132717869
Ptar1	1972.0397	1779.91625	2274.44525	5931.18855	7286.26725	5387.9242	3.28884798254218	3.66555700401042	5.041980777819	0.3537053467929	-0.435450357678349	0.459958176605276
Btg2	9627.35955	11347.84835	14500.8309	41119.0255	45439.6318	41088.1572	21.7638601756021	125.445020129393	29.9004250047265	0.353716793258755	-0.145228517428336	-2.06881730414965
Aak1	3457.72695	4056.9636	5184.2419	13463.93445	16225.47155	15912.7421	1.85450800601336	2.6972437727439	4.22314738956919	0.353732678440265	-0.0280779431352336	0.646832682639176
Pxn	22815.65195	28291.94965	36154.1605	108599.5273	175627.0247	118402.74765	59.9326990105281	99.3585003189921	103.767006414647	0.353770078340931	-0.568812296920779	0.0626324963610321
Arhgef12	2959.76665	2900.2401	3706.45215	10118.8293	11922.7707	12073.7383	18.4326764584369	18.3612095084487	32.9099375793663	0.353866545935174	0.0181528972739056	0.841862193518334
Dagla	4200.48685	4631.37825	5918.9646	5742.9294	12807.85905	9870.6453	0.278554091791654	0.296789116800738	2.1077250072133	0.353903239952617	-0.375813026225217	2.82817655757055
Ten1	395.15935	429.94255	549.4887	1202.804	1385.65535	1358.7028	5.00053960681413	4.7375830543478	14.9432538685967	0.35394591690363	-0.0283385464634396	1.6572711863347
Kin	3918.63905	3304.31325	4223.2371	11536.18995	9554.8022	10520.9095	13.0927772200475	12.046221584655	14.0733440697425	0.353998783651615	0.138961514051038	0.224384476598217
Cog1	4960.04655	4683.29665	5985.7343	13219.07165	18302.7736	14031.34675	19.4954550846455	11.9181674945661	29.4683037019276	0.354003816337576	-0.383408803232864	1.30600158837074
Atp13a1	3809.9936	3938.6282	5034.2007	10505.44	14068.18685	11527.7402	25.5321350631116	27.8197212513918	40.0256135060486	0.354069498655102	-0.287326674644786	0.524815551896827
Lamtor3	836.614	794.0713	1014.9938	3383.64105	4316.30765	2732.32845	47.2421135122997	60.7282230978993	64.5550478733421	0.354130456363389	-0.659666779576495	0.0881627546050323
Acadm	1577.44995	1426.3565	1823.19435	5140.5365	4746.3981	4735.88625	32.2590856131402	30.3260370193969	53.8332887410254	0.35413374840827	-0.00319868072255147	0.827941583918401
Acy3	3557.0838	3942.8921	5039.95345	9558.7553	12322.7336	10702.4607	19.0753306567082	10.064063498381	27.114319149308	0.35415617814486	-0.203379792304684	1.42984201427177
Ubb	9327.41905	10224.28435	13069.28355	27758.1104	35105.39295	32679.1794	346.188781552419	252.721876545193	727.585506665765	0.354180190565842	-0.103320920087222	1.52556625039104
Cacnb1	10974.0443	13715.15615	17534.47925	19382.682	42985.6287	31810.7512	0.854993944416404	3.82449650463219	1.69600388330616	0.354423537488916	-0.43433996602427	-1.1731303561374
Zfp143	6057.9079	5655.58895	7231.277	12875.48735	16078.68	11975.9788	6.0104269450787	7.98501450763352	7.43222876155218	0.354573172512483	-0.425005398827981	-0.103500120728267
Rapsn	4772.912	4974.47175	6360.88545	9161.971	10914.9006	14969.6299	4.90827768581143	5.34962274116673	6.28431810296943	0.354684275124162	0.455739561495808	0.232319054268721
Ost4	7521.4461	8016.1802	10251.0731	19421.88615	22974.14515	23586.31655	456.078299686653	566.847813020226	766.977174229083	0.354788096316035	0.037938951059159	0.436222189558968
Raver1	4663.11625	4792.23765	6128.6876	12324.439	20345.9539	15758.73385	30.1175829462011	36.1489871696722	41.5815918084432	0.354878713574228	-0.36859029654514	0.201989761885065
Grpel2	10311.6036	11269.05135	14413.1585	17444.54675	33860.8099	21424.74975	6.88976599306111	12.5918525227934	8.89225961766068	0.355020450562687	-0.660338127599619	-0.501868574153863
Rnh1	12109.08555	12828.10195	16408.13185	33402.24035	49879.2963	39982.28885	138.300528115715	204.52365928964	251.696061266196	0.355103265363105	-0.31908004785695	0.299414896540675
Atp1b1	4651.564	4933.0542	6310.43905	10698.17215	10657.9356	14065.65565	18.4662777754518	29.2307162260493	61.7932027988061	0.355259246016415	0.400248782512696	1.07996297236279
Sar1a	3027.01695	3234.8419	4138.1104	9771.6664	11179.06945	10927.7634	122.880953440668	174.962163417088	167.978336124132	0.355276931633584	-0.0328019498010725	-0.0587677815015297
Npepps	7373.60225	7565.60575	9678.51225	18413.24015	21086.9525	23221.69595	44.2927772762307	38.4929931315605	64.709604628117	0.355329699758405	0.139122729413739	0.749384006120408
Atp5c1	3899.09985	3294.40165	4214.8875	11523.34605	9538.8627	10514.4769	209.545887861697	198.80564628189	251.115072091206	0.35547766690175	0.140487905241519	0.336989891226314
Zbtb40	2005.2204	2380.6144	3045.8485	7625.6961	6715.9327	6396.07205	2.83675325560206	1.65765633931965	3.98221237010129	0.355510225184648	-0.0704015827037345	1.26442521924267
Sos1	3109.3626	3196.90185	4090.327	5679.03205	8082.64835	7543.7038	7.05285966979661	7.50904841509239	10.3136990183526	0.35554173185901	-0.0995550516311816	0.457859850755796
Hdlbp	4669.36255	4704.4606	6019.8578	14563.2329	19524.88755	14012.07965	199.979339616506	296.221632337312	292.77100410673	0.355700091156171	-0.478643145350077	-0.016904324040258
Cdc37	4239.23765	4776.301	6112.20415	9445.50735	16418.5348	12656.81435	165.601454851223	243.395664202134	298.803499621388	0.355798973397564	-0.37541105376714	0.295893576816196
Ankrd37	1550.2574	1580.72045	2023.2002	4256.913	5345.1117	4449.2105	7.31140980055693	3.30310960031541	5.7668984475532	0.35605683471692	-0.26467074054635	0.803970777008147
Tbc1d10b	12986.70585	13170.74565	16859.1113	37534.91055	43345.7489	34258.6805	17.0002112947011	21.2603824217251	24.5469387721339	0.356191464218199	-0.339420923252431	0.20737557086571
Pigb	1239.8816	1297.13285	1660.5858	3775.9999	4675.4117	4044.5526	2.06737343976861	1.42003709037744	3.93247225746018	0.356366021301808	-0.209113285594118	1.46950797543991
Frmd8	30964.86085	33753.7785	43211.69115	84857.4761	104440.08405	86779.77335	17.3521054696112	20.7825788117652	46.1639890467311	0.356372683074206	-0.267244800533362	1.15139321061817
Hist1h1d	5858.5692	5435.35435	6958.38235	10530.98385	8421.782	8003.5478	2.15389698149827	2.03878374388593	0.348764527245274	0.356377861792421	-0.0734858740992514	-2.54738353863391
Cul4a	1552.25975	1891.96065	2422.26625	4665.57855	9625.7286	5616.77005	43.7713450718109	34.119663880391	57.1890700806362	0.356475368454038	-0.777155006366653	0.745136012427936
Tmem109	7423.4994	6592.78675	8440.877	15258.1581	17074.47655	15368.27645	42.0796929085544	47.3605867048687	62.6270856085217	0.356504484755748	-0.151885974620784	0.403099790526205
Taok2	10273.4295	10092.1836	12921.4365	34360.9505	31171.9415	40247.53975	28.1113138670703	27.6361882517671	37.478973866504	0.356528108422353	0.368652582949315	0.439522809792279
Aifm1	1347.17795	1256.0405	1608.19315	5192.304	4346.13535	4004.96365	36.9336107426385	26.7430760063574	47.8352050404429	0.356557706479663	-0.117943956057387	0.838907367564468
Tmem106a	1023.8173	962.9741	1232.9735	1621.8752	1959.484	1909.82585	2.85307748790167	6.25409781092518	3.80168022820727	0.356572891375651	-0.0370327025842823	-0.718164595181716
Clcf1	22018.7982	25126.8318	32172.68025	58058.56625	93021.48975	71243.00395	7.39284720129742	117.673526144538	19.5110468391105	0.356607353718047	-0.384815696246385	-2.59242669244363
Tmem95	3066.82715	3680.3683	4712.7102	6007.7687	9054.84215	8010.5048	0.134441658852972	0.260360290290154	0.191952795722834	0.356706821860557	-0.176796331204343	-0.439757855213425
Bcl2l12	6875.3215	6960.39425	8913.59455	19348.8481	22119.6786	21881.85115	9.58568668487107	7.96301207824729	10.5779876903385	0.356838313620756	-0.0155956316027872	0.409679050615782
Atf3	184.1741	314.3904	402.6276	398.66985	1331.0214	518.29465	0.812811147971618	48.6856152975536	0.792650280068402	0.356888906790052	-1.36068935995024	-5.9406672803964
Rplp0	18767.22825	24136.91565	30912.64595	81490.5178	152743.73685	97945.4141	2440.697855261	2869.62160835064	3076.30114465648	0.356955813892185	-0.641063373761448	0.100336224234294
Cds2	9193.8688	10428.4272	13356.1508	25417.12045	38607.91055	31949.29585	21.3863554347396	5.27483601757802	19.2476866138533	0.356982698483968	-0.273112343027472	1.8674869086228
Yy1	5225.23415	5520.12655	7070.16565	16990.40125	23744.6374	16686.59325	35.6117766330018	52.7343505795307	50.1197014984385	0.357042675509526	-0.508912282396849	-0.0733652015271034
Smim15	1822.8141	1603.869	2054.3038	7845.1654	7697.2427	7368.84525	18.7101693643631	10.0609048532807	19.43706260168	0.357093238995853	-0.0629031807599834	0.950050146732119
Ppp2r5b	5772.564	6274.9526	8037.4053	11967.05145	11368.77935	16420.5953	13.713061634222	17.393690384123	21.7729124820291	0.357125272902779	0.530429068063819	0.323970345607223
LOC500475	2371.9889	2202.50645	2821.2214	6441.47605	7050.9053	7124.2144	0.470466370352045	1.08240714341046	0.370821304950353	0.357173644179726	0.0149224303134723	-1.54544722639614
Uri1	1601.56235	1731.5686	2218.12545	3780.1982	5458.65985	3702.77715	17.3137717101241	10.5180513562067	22.5853927791746	0.357261417682555	-0.559939075870886	1.10252255752968
Dtnbp1	1689.4217	1598.9229	2048.4327	4258.8512	9568.0928	5622.9473	18.0770053774011	35.8695979894622	27.5244363396333	0.357420120939375	-0.766904856604279	-0.382048556501186
Terf1	757.89115	857.84935	1099.05565	1899.4975	3750.81145	1761.94475	7.00951964981719	7.00950891816701	3.21321541837112	0.357468219870999	-1.09003405600122	-1.12529566915258
Tlcd1	3240.3538	3549.98175	4548.47075	8275.7241	12071.9183	11634.1988	3.84664855289436	3.28707428102574	15.9533076034819	0.357569967663443	-0.0532830855595439	2.27897960554692
Pigbos1	1237.773	1294.92285	1659.2572	3761.0109	4672.9443	4040.7358	6.53614110772291	3.65206703476921	8.34672836669698	0.357671388141387	-0.209713815599081	1.1924975743944
Kctd1	1562.58615	1856.36565	2378.71135	5300.4297	9682.1645	7371.62945	3.27408519745899	2.63191322684883	6.64958459324569	0.357699307971043	-0.393346053019048	1.33715229194132
Prph	4671.1036	5279.94165	6765.9443	12352.0745	17320.27365	13444.82165	0.377982879864649	0.337564582899907	0.362549481511721	0.35776931425357	-0.365411106454957	0.103014365429542
Slc25a45	31266.76085	34134.7785	43747.99115	85069.1761	103302.88405	87834.67335	0.318464609955034	0.287891018763776	1.89476336256672	0.357974381529376	-0.234018061241525	2.71842299367098
LOC102549726	3722.23745	4024.50775	5158.4879	12723.0239	17486.89065	15777.32525	108.44869376654	110.444119788471	100.160260701327	0.358135899012154	-0.148421141807852	-0.141006386982572
Col18a1	16092.78555	19876.5862	25480.19985	47561.72075	88503.5476	65858.1512	159.070540276427	270.358963085013	1405.45474183818	0.358306597623741	-0.426373273220843	2.37808890577667
Flt4	701.3634	755.46555	968.45905	2424.4538	3120.16595	2223.20495	0.121273605338214	0.244612878673589	0.470580367609365	0.358325079157471	-0.488981810863967	0.94394077065029
Sept4	7937.2319	7383.63445	9467.12665	25062.58325	17381.37695	21835.6271	14.9599511196667	10.763160345496	11.1291452806244	0.358595492835178	0.329141587887371	0.0482410447124031
Mki67	5600.27655	5308.53145	6807.04305	11922.5673	10520.91365	12689.4469	7.82710852233302	4.73888045826847	2.77167221053587	0.358715424193479	0.270369191615119	-0.773789619932608
Dnajc2	1908.9192	2246.38825	2881.12455	3410.02485	6101.462	4270.31635	20.0603936709218	27.503766034168	24.9097994223177	0.35902473445716	-0.514812024710341	-0.142915772616053
